Loccioni - Leaf Lab Roof Irradiance (Plant:120),,,,Leaf Lab Audit (Energia Totale:4352),,,,Temperature|Centrale_Termica|AO_Temp_Esterna_AVG (Node:2684),,,,Temperature|Uffici|AO_Temp_Media_Uffici (Node:2684),,,
Date,Value,Quality,Status,Date,Value,Quality,Status,Date,Value,Quality,Status,Date,Value,Quality,Status
2018-01-01 00:15:00,4.53628516624041,Real,Valid,2018-01-01 00:15:00,5,Real,Valid,2018-01-01 00:00:00,6.0128,Real,Valid,2018-01-01 00:00:00,18.0943,Real,Valid
2018-01-01 00:30:00,4.11453324808184,Real,Valid,2018-01-01 00:30:00,5.25,Real,Valid,2018-01-01 00:15:00,6.2478,Real,Valid,2018-01-01 00:15:00,18.0262,Real,Valid
2018-01-01 00:45:00,4.00664322250639,Real,Valid,2018-01-01 00:45:00,5,Real,Valid,2018-01-01 00:30:03,6.2406,Real,Valid,2018-01-01 00:30:03,17.9375,Real,Valid
2018-01-01 01:00:00,3.64864450127877,Real,Valid,2018-01-01 01:00:00,5.125,Real,Valid,2018-01-01 00:45:00,6.5086,Real,Valid,2018-01-01 00:45:00,17.8712,Real,Valid
2018-01-01 01:15:00,3.32987851662404,Real,Valid,2018-01-01 01:15:00,5.125,Real,Valid,2018-01-01 01:00:00,7.0098,Real,Valid,2018-01-01 01:00:00,17.8112,Real,Valid
2018-01-01 01:30:00,3.83009590792839,Real,Valid,2018-01-01 01:30:00,5,Real,Valid,2018-01-01 01:15:00,7.0277,Real,Valid,2018-01-01 01:15:00,17.7506,Real,Valid
2018-01-01 01:45:00,3.55546675191816,Real,Valid,2018-01-01 01:45:00,5.125,Real,Valid,2018-01-01 01:30:00,7.3161,Real,Valid,2018-01-01 01:30:00,17.7031,Real,Valid
2018-01-01 02:00:00,3.79576726342711,Real,Valid,2018-01-01 02:00:00,5,Real,Valid,2018-01-01 01:45:00,7.0182,Real,Valid,2018-01-01 01:45:00,17.6387,Real,Valid
2018-01-01 02:15:00,2.92303069053708,Real,Valid,2018-01-01 02:15:00,5.125,Real,Valid,2018-01-01 02:00:00,6.9925,Real,Valid,2018-01-01 02:00:00,17.6168,Real,Valid
2018-01-01 02:30:00,3.3202621483376,Real,Valid,2018-01-01 02:30:00,5,Real,Valid,2018-01-01 02:15:00,7.3821,Real,Valid,2018-01-01 02:15:00,17.5787,Real,Valid
2018-01-01 02:45:00,3.16313938618926,Real,Valid,2018-01-01 02:45:00,5.125,Real,Valid,2018-01-01 02:30:00,7.3941,Real,Valid,2018-01-01 02:30:00,17.53,Real,Valid
2018-01-01 03:00:00,3.04053708439898,Real,Valid,2018-01-01 03:00:00,5.125,Real,Valid,2018-01-01 02:45:00,7.3674,Real,Valid,2018-01-01 02:45:00,17.4912,Real,Valid
2018-01-01 03:15:00,3.27102941176471,Real,Valid,2018-01-01 03:15:00,5.125,Real,Valid,2018-01-01 03:00:00,7.5815,Real,Valid,2018-01-01 03:00:00,17.4687,Real,Valid
2018-01-01 03:30:00,2.33434782608696,Real,Valid,2018-01-01 03:30:00,5,Real,Valid,2018-01-01 03:15:00,8.0686,Real,Valid,2018-01-01 03:15:00,17.4431,Real,Valid
2018-01-01 03:45:00,2.1774168797954,Real,Valid,2018-01-01 03:45:00,5.125,Real,Valid,2018-01-01 03:30:00,8.4041,Real,Valid,2018-01-01 03:30:00,17.3975,Real,Valid
2018-01-01 04:00:00,1.63796675191816,Real,Valid,2018-01-01 04:00:00,5,Real,Valid,2018-01-01 03:45:00,8.3615,Real,Valid,2018-01-01 03:45:00,17.3687,Real,Valid
2018-01-01 04:15:00,1.44670716112532,Real,Valid,2018-01-01 04:15:00,5.125,Real,Valid,2018-01-01 04:00:00,8.6763,Real,Valid,2018-01-01 04:00:00,17.3624,Real,Valid
2018-01-01 04:30:00,0.691476982097187,Real,Valid,2018-01-01 04:30:00,5.25,Real,Valid,2018-01-01 04:15:00,8.9909,Real,Valid,2018-01-01 04:15:00,17.3462,Real,Valid
2018-01-01 04:45:00,0.338382352941176,Real,Valid,2018-01-01 04:45:00,5.125,Real,Valid,2018-01-01 04:30:00,9.2663,Real,Valid,2018-01-01 04:30:00,17.3168,Real,Valid
2018-01-01 05:00:00,0.304053708439898,Real,Valid,2018-01-01 05:00:00,5.375,Real,Valid,2018-01-01 04:45:00,9.511,Real,Valid,2018-01-01 04:45:00,17.2812,Real,Valid
2018-01-01 05:15:00,0.215780051150895,Real,Valid,2018-01-01 05:15:00,5.125,Real,Valid,2018-01-01 05:00:00,9.4915,Real,Valid,2018-01-01 05:00:00,17.2812,Real,Valid
2018-01-01 05:30:00,0.122602301790281,Real,Valid,2018-01-01 05:30:00,5.25,Real,Valid,2018-01-01 05:15:00,9.6333,Real,Valid,2018-01-01 05:15:00,17.2687,Real,Valid
2018-01-01 05:45:00,0.186355498721228,Real,Valid,2018-01-01 05:45:00,5.125,Real,Valid,2018-01-01 05:30:00,9.4174,Real,Valid,2018-01-01 05:30:00,17.2556,Real,Valid
2018-01-01 06:00:00,0.058849104859335,Real,Valid,2018-01-01 06:00:00,5.125,Real,Valid,2018-01-01 05:45:00,9.2245,Real,Valid,2018-01-01 05:45:00,17.2293,Real,Valid
2018-01-01 06:15:00,0.058849104859335,Real,Valid,2018-01-01 06:15:00,5.25,Real,Valid,2018-01-01 06:00:00,9.1452,Real,Valid,2018-01-01 06:00:00,17.2068,Real,Valid
2018-01-01 06:30:00,0.07846547314578,Real,Valid,2018-01-01 06:30:00,5.25,Real,Valid,2018-01-01 06:15:00,9.0735,Real,Valid,2018-01-01 06:15:00,17.2068,Real,Valid
2018-01-01 06:45:00,0.073561381074169,Real,Valid,2018-01-01 06:45:00,5.125,Real,Valid,2018-01-01 06:30:00,9.0682,Real,Valid,2018-01-01 06:30:00,17.1906,Real,Valid
2018-01-01 07:00:00,0.034328644501279,Real,Valid,2018-01-01 07:00:00,5.25,Real,Valid,2018-01-01 06:45:00,9.1006,Real,Valid,2018-01-01 06:45:00,17.1743,Real,Valid
2018-01-01 07:15:00,0.009808184143223,Real,Valid,2018-01-01 07:15:00,5.25,Real,Valid,2018-01-01 07:00:00,9.0779,Real,Valid,2018-01-01 07:00:00,17.1649,Real,Valid
2018-01-01 07:30:00,0.009808184143223,Real,Valid,2018-01-01 07:30:00,5.25,Real,Valid,2018-01-01 07:15:00,8.928,Real,Valid,2018-01-01 07:15:00,17.1518,Real,Valid
2018-01-01 07:45:00,0.014712276214834,Real,Valid,2018-01-01 07:45:00,4.75,Real,Valid,2018-01-01 07:30:00,9.0364,Real,Valid,2018-01-01 07:30:00,17.1456,Real,Valid
2018-01-01 08:00:00,0.024712276214834,Real,Valid,2018-01-01 08:00:00,4.375,Real,Valid,2018-01-01 07:45:00,8.8638,Real,Valid,2018-01-01 07:45:00,17.1362,Real,Valid
2018-01-01 08:15:00,0.579450127877238,Real,Valid,2018-01-01 08:15:00,4.5,Real,Valid,2018-01-01 08:00:00,8.9898,Real,Valid,2018-01-01 08:00:00,17.1362,Real,Valid
2018-01-01 08:30:00,2.07832480818414,Real,Valid,2018-01-01 08:30:00,4.875,Real,Valid,2018-01-01 08:15:00,9.0112,Real,Valid,2018-01-01 08:15:00,17.1,Real,Valid
2018-01-01 08:45:00,9.24382992327366,Real,Valid,2018-01-01 08:45:00,4.375,Real,Valid,2018-01-01 08:30:00,8.9918,Real,Valid,2018-01-01 08:30:00,17.0906,Real,Valid
2018-01-01 09:00:00,11.3181329923274,Real,Valid,2018-01-01 09:00:00,4.375,Real,Valid,2018-01-01 08:45:00,9.2251,Real,Valid,2018-01-01 08:45:00,17.0774,Real,Valid
2018-01-01 09:15:00,22.8894245524297,Real,Valid,2018-01-01 09:15:00,4.8,Real,Valid,2018-01-01 09:00:00,9.225,Real,Valid,2018-01-01 09:00:00,17.0743,Real,Valid
2018-01-01 09:30:00,13.6265153452685,Real,Valid,2018-01-01 09:30:00,4.375,Real,Valid,2018-01-01 09:15:00,9.2063,Real,Valid,2018-01-01 09:15:00,17.0843,Real,Valid
2018-01-01 09:45:00,5.61503836317136,Real,Valid,2018-01-01 09:45:00,4.375,Real,Valid,2018-01-01 09:30:00,9.3303,Real,Valid,2018-01-01 09:30:00,17.0781,Real,Valid
2018-01-01 10:00:00,14.1996099744246,Real,Valid,2018-01-01 10:00:00,4.25,Real,Valid,2018-01-01 09:45:00,9.4339,Real,Valid,2018-01-01 09:45:00,17.075,Real,Valid
2018-01-01 10:15:00,17.8472826086956,Real,Valid,2018-01-01 10:15:00,4.125,Real,Valid,2018-01-01 10:00:00,9.5717,Real,Valid,2018-01-01 10:00:00,17.0718,Real,Valid
2018-01-01 10:30:00,28.9105051150895,Real,Valid,2018-01-01 10:30:00,4.8,Real,Valid,2018-01-01 10:15:00,9.6216,Real,Valid,2018-01-01 10:15:00,17.0687,Real,Valid
2018-01-01 10:45:00,45.0651406649616,Real,Valid,2018-01-01 10:45:00,4.3,Real,Valid,2018-01-01 10:30:00,9.8727,Real,Valid,2018-01-01 10:30:00,17.0687,Real,Valid
2018-01-01 11:00:00,58.8255179028133,Real,Valid,2018-01-01 11:00:00,4.475,Real,Valid,2018-01-01 10:45:00,9.6382,Real,Valid,2018-01-01 10:45:00,17.0787,Real,Valid
2018-01-01 11:15:00,360.190383631714,Real,Valid,2018-01-01 11:15:00,9.196,Real,Valid,2018-01-01 11:00:00,9.7657,Real,Valid,2018-01-01 11:00:00,17.0787,Real,Valid
2018-01-01 11:30:00,154.809974424552,Real,Valid,2018-01-01 11:30:00,0.12,Real,Valid,2018-01-01 11:15:00,10.101,Real,Valid,2018-01-01 11:15:00,17.1012,Real,Valid
2018-01-01 11:45:00,88.7020076726343,Real,Valid,2018-01-01 11:45:00,4.325,Real,Valid,2018-01-01 11:30:00,10.6379,Real,Valid,2018-01-01 11:30:00,17.1043,Real,Valid
2018-01-01 12:00:00,88.260895140665,Real,Valid,2018-01-01 12:00:00,4.7,Real,Valid,2018-01-01 11:45:00,10.9822,Real,Valid,2018-01-01 11:45:00,17.1012,Real,Valid
2018-01-01 12:15:00,276.852615089514,Real,Valid,2018-01-01 12:15:00,6.616,Real,Valid,2018-01-01 12:00:00,12.024,Real,Valid,2018-01-01 12:00:00,17.1175,Real,Valid
2018-01-01 12:30:00,73.1087020460358,Real,Valid,2018-01-01 12:30:00,0.9,Real,Valid,2018-01-01 12:15:00,12.7151,Real,Valid,2018-01-01 12:15:00,17.1668,Real,Valid
2018-01-01 12:45:00,41.6921099744246,Real,Valid,2018-01-01 12:45:00,4.175,Real,Valid,2018-01-01 12:30:00,12.7215,Real,Valid,2018-01-01 12:30:00,17.1893,Real,Valid
2018-01-01 13:00:00,33.5574552429668,Real,Valid,2018-01-01 13:00:00,4.675,Real,Valid,2018-01-01 12:45:00,12.6552,Real,Valid,2018-01-01 12:45:00,17.1993,Real,Valid
2018-01-01 13:15:00,84.0960038363171,Real,Valid,2018-01-01 13:15:00,4.089,Real,Valid,2018-01-01 13:00:00,12.6409,Real,Valid,2018-01-01 13:00:00,17.1962,Real,Valid
2018-01-01 13:30:00,40.0608567774936,Real,Valid,2018-01-01 13:30:00,5.1,Real,Valid,2018-01-01 13:15:00,12.4467,Real,Valid,2018-01-01 13:15:00,17.2293,Real,Valid
2018-01-01 13:45:00,62.6690345268542,Real,Valid,2018-01-01 13:45:00,3.975,Real,Valid,2018-01-01 13:30:00,12.2676,Real,Valid,2018-01-01 13:30:00,17.2162,Real,Valid
2018-01-01 14:00:00,120.228650895141,Real,Valid,2018-01-01 14:00:00,4.944,Real,Valid,2018-01-01 13:45:00,11.8622,Real,Valid,2018-01-01 13:45:00,17.2362,Real,Valid
2018-01-01 14:15:00,30.4581585677749,Real,Valid,2018-01-01 14:15:00,3.621,Real,Valid,2018-01-01 14:00:00,11.6606,Real,Valid,2018-01-01 14:00:00,17.2431,Real,Valid
2018-01-01 14:30:00,28.4217455242967,Real,Valid,2018-01-01 14:30:00,4.425,Real,Valid,2018-01-01 14:15:00,11.6052,Real,Valid,2018-01-01 14:15:00,17.2431,Real,Valid
2018-01-01 14:45:00,42.4395012787724,Real,Valid,2018-01-01 14:45:00,4.3,Real,Valid,2018-01-01 14:30:00,11.4694,Real,Valid,2018-01-01 14:30:00,17.2306,Real,Valid
2018-01-01 15:00:00,88.9213874680307,Real,Valid,2018-01-01 15:00:00,5.006,Real,Valid,2018-01-01 14:45:00,11.5219,Real,Valid,2018-01-01 14:45:00,17.2306,Real,Valid
2018-01-01 15:15:00,62.8997378516624,Real,Valid,2018-01-01 15:15:00,3.85,Real,Valid,2018-01-01 15:00:00,10.9293,Real,Valid,2018-01-01 15:00:00,17.2537,Real,Valid
2018-01-01 15:30:00,45.3153452685422,Real,Valid,2018-01-01 15:30:00,4.3,Real,Valid,2018-01-01 15:15:00,11.0983,Real,Valid,2018-01-01 15:15:00,17.2837,Real,Valid
2018-01-01 15:45:00,22.0379092071611,Real,Valid,2018-01-01 15:45:00,3.875,Real,Valid,2018-01-01 15:30:00,10.896,Real,Valid,2018-01-01 15:30:00,17.2843,Real,Valid
2018-01-01 16:00:00,9.27794757033248,Real,Valid,2018-01-01 16:00:00,4.5,Real,Valid,2018-01-01 15:45:00,10.9185,Real,Valid,2018-01-01 15:45:00,17.2843,Real,Valid
2018-01-01 16:15:00,9.2112020460358,Real,Valid,2018-01-01 16:15:00,4.75,Real,Valid,2018-01-01 16:00:00,10.2897,Real,Valid,2018-01-01 16:00:00,17.2743,Real,Valid
2018-01-01 16:30:00,6.64523657289003,Real,Valid,2018-01-01 16:30:00,4.875,Real,Valid,2018-01-01 16:15:00,8.8366,Real,Valid,2018-01-01 16:15:00,17.2612,Real,Valid
2018-01-01 16:45:00,3.58998721227621,Real,Valid,2018-01-01 16:45:00,4.875,Real,Valid,2018-01-01 16:30:00,7.9146,Real,Valid,2018-01-01 16:30:00,17.2487,Real,Valid
2018-01-01 17:00:00,4.5313810741688,Real,Valid,2018-01-01 17:00:00,5.75,Real,Valid,2018-01-01 16:45:00,7.4815,Real,Valid,2018-01-01 16:45:00,17.2456,Real,Valid
2018-01-01 17:15:00,5.38469309462916,Real,Valid,2018-01-01 17:15:00,5.875,Real,Valid,2018-01-01 17:00:00,6.9343,Real,Valid,2018-01-01 17:00:00,17.1937,Real,Valid
2018-01-01 17:30:00,4.24694373401535,Real,Valid,2018-01-01 17:30:00,5.75,Real,Valid,2018-01-01 17:15:00,6.8816,Real,Valid,2018-01-01 17:15:00,17.1743,Real,Valid
2018-01-01 17:45:00,8.53312020460358,Real,Valid,2018-01-01 17:45:00,5.875,Real,Valid,2018-01-01 17:30:00,7.0316,Real,Valid,2018-01-01 17:30:00,17.1518,Real,Valid
2018-01-01 18:00:00,7.493452685422,Real,Valid,2018-01-01 18:00:00,6,Real,Valid,2018-01-01 17:45:00,6.9949,Real,Valid,2018-01-01 17:45:00,17.1487,Real,Valid
2018-01-01 18:15:00,6.59109974424552,Real,Valid,2018-01-01 18:15:00,5.75,Real,Valid,2018-01-01 18:00:00,7.1159,Real,Valid,2018-01-01 18:00:00,17.1324,Real,Valid
2018-01-01 18:30:00,6.30685421994885,Real,Valid,2018-01-01 18:30:00,5.875,Real,Valid,2018-01-01 18:15:00,6.934,Real,Valid,2018-01-01 18:15:00,17.1031,Real,Valid
2018-01-01 18:45:00,5.94375959079284,Real,Valid,2018-01-01 18:45:00,5.875,Real,Valid,2018-01-01 18:30:00,6.7496,Real,Valid,2018-01-01 18:30:00,17.0774,Real,Valid
2018-01-01 19:00:00,7.30709718670077,Real,Valid,2018-01-01 19:00:00,5.75,Real,Valid,2018-01-01 18:45:00,6.8418,Real,Valid,2018-01-01 18:45:00,17.0612,Real,Valid
2018-01-01 19:15:00,6.8412084398977,Real,Valid,2018-01-01 19:15:00,5.75,Real,Valid,2018-01-01 19:00:00,7.0639,Real,Valid,2018-01-01 19:00:00,17.0349,Real,Valid
2018-01-01 19:30:00,6.81178388746803,Real,Valid,2018-01-01 19:30:00,5.75,Real,Valid,2018-01-01 19:15:00,6.9659,Real,Valid,2018-01-01 19:15:00,17.0256,Real,Valid
2018-01-01 19:45:00,5.29151534526854,Real,Valid,2018-01-01 19:45:00,12.375,Real,Valid,2018-01-01 19:30:00,6.758,Real,Valid,2018-01-01 19:30:00,17.0224,Real,Valid
2018-01-01 20:00:00,5.10044757033248,Real,Valid,2018-01-01 20:00:00,60.25,Real,Valid,2018-01-01 19:45:00,6.4962,Real,Valid,2018-01-01 19:45:00,16.9987,Real,Valid
2018-01-01 20:15:00,3.84971227621483,Real,Valid,2018-01-01 20:15:00,37.625,Real,Valid,2018-01-01 20:00:00,6.3342,Real,Valid,2018-01-01 20:00:00,17.0756,Real,Valid
2018-01-01 20:30:00,7.22863171355499,Real,Valid,2018-01-01 20:30:00,42.875,Real,Valid,2018-01-01 20:15:00,8.7479,Real,Valid,2018-01-01 20:15:00,17.235,Real,Valid
2018-01-01 20:45:00,7.3659462915601,Real,Valid,2018-01-01 20:45:00,45.125,Real,Valid,2018-01-01 20:30:00,10.2121,Real,Valid,2018-01-01 20:30:00,17.42,Real,Valid
2018-01-01 21:00:00,5.74759590792839,Real,Valid,2018-01-01 21:00:00,39.25,Real,Valid,2018-01-01 20:45:00,10.6224,Real,Valid,2018-01-01 20:45:00,17.6987,Real,Valid
2018-01-01 21:15:00,2.43733375959079,Real,Valid,2018-01-01 21:15:00,12.25,Real,Valid,2018-01-01 21:00:00,10.8605,Real,Valid,2018-01-01 21:00:00,17.9668,Real,Valid
2018-01-01 21:30:00,2.03519820971867,Real,Valid,2018-01-01 21:30:00,5.75,Real,Valid,2018-01-01 21:15:00,11.1403,Real,Valid,2018-01-01 21:15:00,18.1912,Real,Valid
2018-01-01 21:45:00,0.465888746803069,Real,Valid,2018-01-01 21:45:00,5.625,Real,Valid,2018-01-01 21:30:00,11.304,Real,Valid,2018-01-01 21:30:00,18.1831,Real,Valid
2018-01-01 22:00:00,0.102985933503836,Real,Valid,2018-01-01 22:00:00,5.5,Real,Valid,2018-01-01 21:45:00,11.3748,Real,Valid,2018-01-01 21:45:00,18.1212,Real,Valid
2018-01-01 22:15:00,0.014712276214834,Real,Valid,2018-01-01 22:15:00,5.75,Real,Valid,2018-01-01 22:00:00,11.409,Real,Valid,2018-01-01 22:00:00,18.03,Real,Valid
2018-01-01 22:30:00,0.009808184143223,Real,Valid,2018-01-01 22:30:00,5.5,Real,Valid,2018-01-01 22:15:00,11.493,Real,Valid,2018-01-01 22:15:00,17.9568,Real,Valid
2018-01-01 22:45:00,0.005095907928389,Real,Valid,2018-01-01 22:45:00,5.375,Real,Valid,2018-01-01 22:30:00,11.5385,Real,Valid,2018-01-01 22:30:00,17.8812,Real,Valid
2018-01-01 23:00:00,0,Real,Valid,2018-01-01 23:00:00,5.25,Real,Valid,2018-01-01 22:45:00,11.3247,Real,Valid,2018-01-01 22:45:00,17.8112,Real,Valid
2018-01-01 23:15:00,0,Real,Valid,2018-01-01 23:15:00,5.375,Real,Valid,2018-01-01 23:00:00,11.2796,Real,Valid,2018-01-01 23:00:00,17.7606,Real,Valid
2018-01-01 23:30:00,0,Real,Valid,2018-01-01 23:30:00,5.375,Real,Valid,2018-01-01 23:15:00,11.4671,Real,Valid,2018-01-01 23:15:00,17.7125,Real,Valid
2018-01-01 23:45:00,0,Real,Valid,2018-01-01 23:45:00,5.375,Real,Valid,2018-01-01 23:30:00,11.611,Real,Valid,2018-01-01 23:30:00,17.655,Real,Valid
2018-01-02 00:00:00,0,Real,Valid,2018-01-02 00:00:00,5.375,Real,Valid,2018-01-01 23:45:00,11.5793,Real,Valid,2018-01-01 23:45:00,17.5937,Real,Valid
2018-01-02 00:15:00,0,Real,Valid,2018-01-02 00:15:00,5,Real,Valid,2018-01-02 00:00:00,11.436,Real,Valid,2018-01-02 00:00:00,17.575,Real,Valid
2018-01-02 00:30:00,0.004904092071611,Real,Valid,2018-01-02 00:30:00,5.125,Real,Valid,2018-01-02 00:15:00,11.1622,Real,Valid,2018-01-02 00:15:00,17.5362,Real,Valid
2018-01-02 00:45:00,0,Real,Valid,2018-01-02 00:45:00,5.125,Real,Valid,2018-01-02 00:30:00,10.7808,Real,Valid,2018-01-02 00:30:00,17.4974,Real,Valid
2018-01-02 01:00:00,0,Real,Valid,2018-01-02 01:00:00,5.125,Real,Valid,2018-01-02 00:45:03,10.5968,Real,Valid,2018-01-02 00:45:03,17.4581,Real,Valid
2018-01-02 01:15:00,0,Real,Valid,2018-01-02 01:15:00,5,Real,Valid,2018-01-02 01:00:00,10.878,Real,Valid,2018-01-02 01:00:00,17.4362,Real,Valid
2018-01-02 01:30:00,0,Real,Valid,2018-01-02 01:30:00,5,Real,Valid,2018-01-02 01:15:00,11.1343,Real,Valid,2018-01-02 01:15:00,17.3912,Real,Valid
2018-01-02 01:45:00,0,Real,Valid,2018-01-02 01:45:00,5.125,Real,Valid,2018-01-02 01:30:00,11.4698,Real,Valid,2018-01-02 01:30:00,17.3687,Real,Valid
2018-01-02 02:00:00,0,Real,Valid,2018-01-02 02:00:00,5,Real,Valid,2018-01-02 01:45:00,11.5391,Real,Valid,2018-01-02 01:45:00,17.3325,Real,Valid
2018-01-02 02:15:00,0,Real,Valid,2018-01-02 02:15:00,5,Real,Valid,2018-01-02 02:00:00,11.622,Real,Valid,2018-01-02 02:00:00,17.3262,Real,Valid
2018-01-02 02:30:00,0,Real,Valid,2018-01-02 02:30:00,5,Real,Valid,2018-01-02 02:15:00,11.7232,Real,Valid,2018-01-02 02:15:00,17.3162,Real,Valid
2018-01-02 02:45:00,0,Real,Valid,2018-01-02 02:45:00,5.125,Real,Valid,2018-01-02 02:30:00,11.6479,Real,Valid,2018-01-02 02:30:00,17.2937,Real,Valid
2018-01-02 03:00:00,0,Real,Valid,2018-01-02 03:00:00,5.125,Real,Valid,2018-01-02 02:45:00,11.547,Real,Valid,2018-01-02 02:45:00,17.2643,Real,Valid
2018-01-02 03:15:00,0,Real,Valid,2018-01-02 03:15:00,5,Real,Valid,2018-01-02 03:00:00,11.4953,Real,Valid,2018-01-02 03:00:00,17.2581,Real,Valid
2018-01-02 03:30:00,0,Real,Valid,2018-01-02 03:30:00,5,Real,Valid,2018-01-02 03:15:00,11.4372,Real,Valid,2018-01-02 03:15:00,17.2449,Real,Valid
2018-01-02 03:45:00,0.917065217391304,Real,Valid,2018-01-02 03:45:00,5.125,Real,Valid,2018-01-02 03:30:00,11.5638,Real,Valid,2018-01-02 03:30:00,17.2318,Real,Valid
2018-01-02 04:00:00,0.456080562659847,Real,Valid,2018-01-02 04:00:00,5.125,Real,Valid,2018-01-02 03:45:00,11.4575,Real,Valid,2018-01-02 03:45:00,17.2224,Real,Valid
2018-01-02 04:15:00,0.004904092071611,Real,Valid,2018-01-02 04:15:00,5.125,Real,Valid,2018-01-02 04:00:00,11.4104,Real,Valid,2018-01-02 04:00:00,17.1968,Real,Valid
2018-01-02 04:30:00,0.004904092071611,Real,Valid,2018-01-02 04:30:00,5,Real,Valid,2018-01-02 04:15:00,11.4801,Real,Valid,2018-01-02 04:15:00,17.1737,Real,Valid
2018-01-02 04:45:00,0,Real,Valid,2018-01-02 04:45:00,5.125,Real,Valid,2018-01-02 04:30:00,11.4538,Real,Valid,2018-01-02 04:30:00,17.1637,Real,Valid
2018-01-02 05:00:00,0,Real,Valid,2018-01-02 05:00:00,5.25,Real,Valid,2018-01-02 04:45:00,11.3499,Real,Valid,2018-01-02 04:45:00,17.1474,Real,Valid
2018-01-02 05:15:00,0,Real,Valid,2018-01-02 05:15:00,7.75,Real,Valid,2018-01-02 05:00:00,11.3096,Real,Valid,2018-01-02 05:00:00,17.1312,Real,Valid
2018-01-02 05:30:00,0,Real,Valid,2018-01-02 05:30:00,8.125,Real,Valid,2018-01-02 05:15:00,11.1742,Real,Valid,2018-01-02 05:15:00,17.1312,Real,Valid
2018-01-02 05:45:00,0.005095907928389,Real,Valid,2018-01-02 05:45:00,8.125,Real,Valid,2018-01-02 05:30:00,10.9807,Real,Valid,2018-01-02 05:30:00,17.1312,Real,Valid
2018-01-02 06:00:00,0.004904092071611,Real,Valid,2018-01-02 06:00:00,8.25,Real,Valid,2018-01-02 05:45:00,10.9044,Real,Valid,2018-01-02 05:45:00,17.1312,Real,Valid
2018-01-02 06:15:00,0,Real,Valid,2018-01-02 06:15:00,8.125,Real,Valid,2018-01-02 06:00:00,10.8174,Real,Valid,2018-01-02 06:00:00,17.1337,Real,Valid
2018-01-02 06:30:00,0,Real,Valid,2018-01-02 06:30:00,8.25,Real,Valid,2018-01-02 06:15:00,10.7419,Real,Valid,2018-01-02 06:15:00,17.1399,Real,Valid
2018-01-02 06:45:00,3.46719309462916,Real,Valid,2018-01-02 06:45:00,42.125,Real,Valid,2018-01-02 06:30:00,10.4576,Real,Valid,2018-01-02 06:30:00,17.1368,Real,Valid
2018-01-02 07:00:00,6.3606074168798,Real,Valid,2018-01-02 07:00:00,47.375,Real,Valid,2018-01-02 06:45:00,10.2883,Real,Valid,2018-01-02 06:45:00,17.1781,Real,Valid
2018-01-02 07:15:00,5.68384271099744,Real,Valid,2018-01-02 07:15:00,36.875,Real,Valid,2018-01-02 07:00:00,10.027,Real,Valid,2018-01-02 07:00:00,17.4318,Real,Valid
2018-01-02 07:30:00,5.59066496163683,Real,Valid,2018-01-02 07:30:00,38,Real,Valid,2018-01-02 07:15:00,9.4302,Real,Valid,2018-01-02 07:15:00,17.7425,Real,Valid
2018-01-02 07:45:00,7.2776726342711,Real,Valid,2018-01-02 07:45:00,33.125,Real,Valid,2018-01-02 07:30:00,9.1912,Real,Valid,2018-01-02 07:30:00,18.0562,Real,Valid
2018-01-02 08:00:00,4.95091432225064,Real,Valid,2018-01-02 08:00:00,40.875,Real,Valid,2018-01-02 07:45:00,9.0611,Real,Valid,2018-01-02 07:45:00,18.3087,Real,Valid
2018-01-02 08:15:00,8.0741368286445,Real,Valid,2018-01-02 08:15:00,37.625,Real,Valid,2018-01-02 08:00:00,9.1688,Real,Valid,2018-01-02 08:00:00,18.5368,Real,Valid
2018-01-02 08:30:00,8.10471227621483,Real,Valid,2018-01-02 08:30:00,39.25,Real,Valid,2018-01-02 08:15:00,9.0487,Real,Valid,2018-01-02 08:15:00,18.7331,Real,Valid
2018-01-02 08:45:00,26.8788810741688,Real,Valid,2018-01-02 08:45:00,39.05,Real,Valid,2018-01-02 08:30:00,8.9837,Real,Valid,2018-01-02 08:30:00,18.9268,Real,Valid
2018-01-02 09:00:00,64.7585358056266,Real,Valid,2018-01-02 09:00:00,34.65,Real,Valid,2018-01-02 08:45:00,8.4741,Real,Valid,2018-01-02 08:45:00,19.1262,Real,Valid
2018-01-02 09:15:00,132.783925831202,Real,Valid,2018-01-02 09:15:00,39.725,Real,Valid,2018-01-02 09:00:00,8.0044,Real,Valid,2018-01-02 09:00:00,19.2918,Real,Valid
2018-01-02 09:30:00,99.1090281329923,Real,Valid,2018-01-02 09:30:00,36.75,Real,Valid,2018-01-02 09:15:00,8.2576,Real,Valid,2018-01-02 09:15:00,19.4337,Real,Valid
2018-01-02 09:45:00,45.4668542199489,Real,Valid,2018-01-02 09:45:00,41.1,Real,Valid,2018-01-02 09:30:00,8.3546,Real,Valid,2018-01-02 09:30:00,19.5799,Real,Valid
2018-01-02 10:00:00,33.6733887468031,Real,Valid,2018-01-02 10:00:00,35.8,Real,Valid,2018-01-02 09:45:00,8.0956,Real,Valid,2018-01-02 09:45:00,19.6837,Real,Valid
2018-01-02 10:15:00,42.8358503836317,Real,Valid,2018-01-02 10:15:00,36.925,Real,Valid,2018-01-02 10:00:00,7.8312,Real,Valid,2018-01-02 10:00:00,19.7968,Real,Valid
