Date,Value_RoofIrradiance,Value_TotalEnergy,Value_InsideTemp,Value_OutsideTemp
2018-01-01 00:00:00,22.6004727461637,7.20903125,17.34756875,9.369653125
2018-01-02 00:00:00,30.9336203910912,22.33125,19.3622020833333,8.02763541666666
2018-01-03 00:00:00,112.057773270993,24.9581458333333,20.0917916666666,8.9531125
2018-01-04 00:00:00,129.899086410379,23.37828125,20.7293875,11.64765625
2018-01-05 00:00:00,98.7584456921355,20.9650729166667,21.1991322916667,13.3195895833333
2018-01-06 00:00:00,125.999008218777,5.00217708333333,19.710759375,11.5575354166667
2018-01-07 00:00:00,39.5059498881074,6.40158333333334,18.5167645833333,8.23713333333333
2018-01-08 00:00:00,36.154790601023,27.5328125,20.4720447916667,9.888534375
2018-01-09 00:00:00,33.1503585224851,25.6208333333333,21.2005572916667,10.6097979166667
2018-01-10 00:00:00,157.814609641411,24.4520833333333,21.3473541666667,9.72012708333333
2018-01-11 00:00:00,40.9270389093137,22.6330729166667,21.3049541666667,8.22846770833334
2018-01-12 00:00:00,53.290561794011,21.8219895833333,21.2451395833333,8.52531354166667
2018-01-13 00:00:00,33.8140011588875,6.25101041666667,19.584634375,8.034778125
2018-01-14 00:00:00,29.8521907635337,5.1740625,18.49336875,8.17560833333333
2018-01-15 00:00:00,114.295629462383,24.9092083333333,20.5014395833333,7.53780833333333
2018-01-16 00:00:00,121.154943787298,22.4742395833333,21.2096677083333,12.170825
2018-01-17 00:00:00,86.2194891570759,21.59153125,21.6023677083333,12.519546875
2018-01-18 00:00:00,125.739663722826,21.1723020833333,21.1126791666667,9.06149791666667
2018-01-19 00:00:00,50.7691215766198,20.7166666666667,21.6605614583333,13.38495625
2018-01-20 00:00:00,154.841214434143,9.92297916666667,20.21276875,9.00111666666667
2018-01-21 00:00:00,129.24549146153,11.7108020833333,19.2022958333333,9.58802604166667
2018-01-22 00:00:00,93.0707375586104,24.1411458333333,20.7430697916667,5.86186666666667
